recomb_multiplier	k_adapt	gamma_shape	replicate	seed
4	1000	0.1	405	569365247945434500
4	1000	0.2	405	35822795409874300
4	1000	0.4	405	1128031018150898700
4	10000	0.1	405	718459893758973700
4	10000	0.2	405	1.5101282771242442e+17
4	10000	0.4	405	763165093753024300
0.5	1000	0.1	406	1054527624022280400
0.5	1000	0.2	406	731430894842327400
0.5	1000	0.4	406	974926813158837600
0.5	10000	0.1	406	657007286373329e3
0.5	10000	0.2	406	2023534960671726e3
0.5	10000	0.4	406	1313323023316718600
1	1000	0.1	406	335412896589346500
1	1000	0.2	406	2197674871534203400
1	1000	0.4	406	1144553015096610400
1	10000	0.1	406	1273566384667893500
1	10000	0.2	406	1210337096488479700
1	10000	0.4	406	1381802629813352400
2	1000	0.1	406	1911941186946100200
2	1000	0.2	406	1362110184836396e3
2	1000	0.4	406	1546411635276045800
2	10000	0.1	406	1659954895274777600
2	10000	0.2	406	1413668195903471e3
2	10000	0.4	406	1463457647474909700
4	1000	0.1	406	1643298492498738700
4	1000	0.2	406	1598062355083561200
4	1000	0.4	406	1839597431914584e3
4	10000	0.1	406	1065561177454380300
4	10000	0.2	406	1326238370485967400
4	10000	0.4	406	3.3928104722094797e+17
0.5	1000	0.1	407	1066720508838350200
0.5	1000	0.2	407	1770619241302339600
0.5	1000	0.4	407	1928142884971713300
0.5	10000	0.1	407	1641752614463297e3
0.5	10000	0.2	407	793303634627387500
0.5	10000	0.4	407	329902797472225300
1	1000	0.1	407	971742519057760100
1	1000	0.2	407	912475489024065900
1	1000	0.4	407	659395585976898400
1	10000	0.1	407	238031509999378980
1	10000	0.2	407	1203685437154331600
1	10000	0.4	407	46158771958915710
2	1000	0.1	407	2003589371475452e3
2	1000	0.2	407	1599272026362894800
2	1000	0.4	407	1549509673832352e3
2	10000	0.1	407	1698037960586824200
2	10000	0.2	407	90012210603405630
2	10000	0.4	407	493292932226247600
4	1000	0.1	407	993066184119770400
4	1000	0.2	407	792377078681328900
4	1000	0.4	407	1608677993825052e3
4	10000	0.1	407	1895478642305677300
4	10000	0.2	407	2299108901187050500
4	10000	0.4	407	83501434845818500
0.5	1000	0.1	408	2099014195744610300
0.5	1000	0.2	408	1458724270256806100
0.5	1000	0.4	408	2184728564183637800
0.5	10000	0.1	408	1.4379325099443041e+18
0.5	10000	0.2	408	795656860363872e3
0.5	10000	0.4	408	1099059176694357600
1	1000	0.1	408	981787894326154600
1	1000	0.2	408	2269184041534417400
1	1000	0.4	408	2101015249102684400
1	10000	0.1	408	1074788427351014500
1	10000	0.2	408	272630280125415800
1	10000	0.4	408	2065552857100699100
2	1000	0.1	408	1573490331224261400
2	1000	0.2	408	1765627736010477600
2	1000	0.4	408	2183347066582634500
2	10000	0.1	408	1971867666719591400
2	10000	0.2	408	1570714732516352e3
2	10000	0.4	408	1342406218643640800
4	1000	0.1	408	1105534609447741200
4	1000	0.2	408	1488230621409345500
4	1000	0.4	408	260227475299078270
4	10000	0.1	408	1418094858809394400
4	10000	0.2	408	26667367269799372
4	10000	0.4	408	746070676360271900
0.5	1000	0.1	409	1242663908269729500
0.5	1000	0.2	409	132519368891333740
0.5	1000	0.4	409	76011852147029310
0.5	10000	0.1	409	1325272874171137500
0.5	10000	0.2	409	965101450167563900
0.5	10000	0.4	409	110162565649213730
1	1000	0.1	409	1682910921850596e3
1	1000	0.2	409	667711319887431800
1	1000	0.4	409	141636324955575e4
1	10000	0.1	409	45756297470893184
1	10000	0.2	409	1597526472464044e3
1	10000	0.4	409	1083213324106680400
2	1000	0.1	409	1636945338896943e3
2	1000	0.2	409	47986188633463e4
2	1000	0.4	409	1460677569294637e3
2	10000	0.1	409	1321722342379363e3
2	10000	0.2	409	400059717685681540
2	10000	0.4	409	1414319163914818e3
4	1000	0.1	409	1572054832578942e3
4	1000	0.2	409	78742892463539460
4	1000	0.4	409	914967123448239400
4	10000	0.1	409	917861798101217400
4	10000	0.2	409	2215869378523169800
4	10000	0.4	409	1466291638468468700
0.5	1000	0.1	410	1958066191293827600
0.5	1000	0.2	410	740297305411109900
0.5	1000	0.4	410	1150559386411680600
0.5	10000	0.1	410	1433856856197515300
0.5	10000	0.2	410	367063513250780740
0.5	10000	0.4	410	1962954962667227600
1	1000	0.1	410	2284190667505144600
1	1000	0.2	410	912218229868769700
1	1000	0.4	410	473178725999404160
1	10000	0.1	410	1985952093110189e3
1	10000	0.2	410	1025342852186899700
1	10000	0.4	410	1059706117422508e3
2	1000	0.1	410	515226031267681600
2	1000	0.2	410	153263782053282370
2	1000	0.4	410	24704979162739836
2	10000	0.1	410	2266330549431357e3
2	10000	0.2	410	1293435728847139300
2	10000	0.4	410	128385642388953500
4	1000	0.1	410	608536955512831500
4	1000	0.2	410	556944964813092500
4	1000	0.4	410	1767503402730088700
4	10000	0.1	410	1934291218186699300
4	10000	0.2	410	2217303253589320200
4	10000	0.4	410	1838724770035186700
0.5	1000	0.1	411	2209925980111050200
0.5	1000	0.2	411	5137311599923679
0.5	1000	0.4	411	2105069976529756e3
0.5	10000	0.1	411	312382120149781060
0.5	10000	0.2	411	478333098569715260
0.5	10000	0.4	411	1940487604268580400
1	1000	0.1	411	1511684670168719e3
1	1000	0.2	411	616660277722583200
1	1000	0.4	411	1137410163032325200
1	10000	0.1	411	2158768261045458200
1	10000	0.2	411	1212340204857901600
1	10000	0.4	411	1345081293235187e3
2	1000	0.1	411	1971589167980918300
2	1000	0.2	411	590292447303926400
2	1000	0.4	411	802891024925013500
2	10000	0.1	411	1530720040165181e3
2	10000	0.2	411	2035758023198745300
2	10000	0.4	411	2234891857214473700
4	1000	0.1	411	120620403220363650
4	1000	0.2	411	927791315919961700
4	1000	0.4	411	2298067280384466e3
4	10000	0.1	411	1328383720889932800
4	10000	0.2	411	1214663071896883e3
4	10000	0.4	411	1190548661659737e3
0.5	1000	0.1	412	1951387716649411600
0.5	1000	0.2	412	958544713093155800
0.5	1000	0.4	412	799626148701825e3
0.5	10000	0.1	412	1661039548733530600
0.5	10000	0.2	412	1551725678987772400
0.5	10000	0.4	412	36093549549898610
1	1000	0.1	412	922435378392760300
1	1000	0.2	412	1331579839093649400
1	1000	0.4	412	938283116829043700
1	10000	0.1	412	2022895256936817700
1	10000	0.2	412	1632182057613729e3
1	10000	0.4	412	1782380715030078e3
2	1000	0.1	412	1506436717861894400
2	1000	0.2	412	1585069802735447e3
2	1000	0.4	412	385017571962738800
2	10000	0.1	412	1814284624809608700
2	10000	0.2	412	186472220976579550
2	10000	0.4	412	1294568714952080400
4	1000	0.1	412	546509776622842240
4	1000	0.2	412	116524678097412e4
4	1000	0.4	412	2079550770663435300
4	10000	0.1	412	717845497703484200
4	10000	0.2	412	1938245309145569800
4	10000	0.4	412	1443670767177699300
0.5	1000	0.1	413	2155045587306383600
0.5	1000	0.2	413	2229911098982857700
0.5	1000	0.4	413	567124492083842750
0.5	10000	0.1	413	869083312850265900
0.5	10000	0.2	413	1032696377924862e3
0.5	10000	0.4	413	892756954993555600
1	1000	0.1	413	1263959810848993e3
1	1000	0.2	413	1944203563775065300
1	1000	0.4	413	849589192853716900
1	10000	0.1	413	977154733400443600
1	10000	0.2	413	1326335598714807600
1	10000	0.4	413	7.5221643768237594e+17
2	1000	0.1	413	178596435637337440
2	1000	0.2	413	1142273792894918300
2	1000	0.4	413	833817336885963100
2	10000	0.1	413	2046025508232873200
2	10000	0.2	413	2045934523218179600
2	10000	0.4	413	1884090100379624700
4	1000	0.1	413	1331218377719001600
4	1000	0.2	413	1570214840768576300
4	1000	0.4	413	1286021971297873200
4	10000	0.1	413	740287957598069100
4	10000	0.2	413	1545353587914809300
4	10000	0.4	413	364477841090071360
0.5	1000	0.1	414	587667523856515600
0.5	1000	0.2	414	904212838652860500
0.5	1000	0.4	414	646999244993581400
0.5	10000	0.1	414	669402540906225200
0.5	10000	0.2	414	1099853786599605900
0.5	10000	0.4	414	851196159585112800
1	1000	0.1	414	791852837927802e3
1	1000	0.2	414	638850096894739100
1	1000	0.4	414	825642250802866300
1	10000	0.1	414	2274577701169219800
1	10000	0.2	414	2169459448318659800
1	10000	0.4	414	1179709817837672200
2	1000	0.1	414	1322184023569563100
2	1000	0.2	414	1608387124580900400
2	1000	0.4	414	1136867602333127e3
2	10000	0.1	414	171191217380951900
2	10000	0.2	414	1033031285325934600
2	10000	0.4	414	1904797600042965e3
4	1000	0.1	414	1959946182814037800
4	1000	0.2	414	1701621256116192300
4	1000	0.4	414	225937469182818050
4	10000	0.1	414	828759993437863400
4	10000	0.2	414	1738408270653704e3
4	10000	0.4	414	697310507618934100
0.5	1000	0.1	415	373431458082949300
0.5	1000	0.2	415	868189193373353300
0.5	1000	0.4	415	1140471417431065500
0.5	10000	0.1	415	1878430626579049e3
0.5	10000	0.2	415	2274542350468910600
0.5	10000	0.4	415	1830158171734664e3
1	1000	0.1	415	8.3590449100261594e+17
1	1000	0.2	415	1078808095526466e3
1	1000	0.4	415	481529343694867300
1	10000	0.1	415	789522264799228900
1	10000	0.2	415	820777819670700900
1	10000	0.4	415	1647185908169374700
2	1000	0.1	415	1144935589807338500
2	1000	0.2	415	566334304938340800
2	1000	0.4	415	383903806824476200
2	10000	0.1	415	1004017618657837300
2	10000	0.2	415	770118529579399200
2	10000	0.4	415	809267725758585300
4	1000	0.1	415	1435494950349834800
4	1000	0.2	415	1794155210889452800
4	1000	0.4	415	892845765824914300
4	10000	0.1	415	1938201026883358500
4	10000	0.2	415	467482829488323500
4	10000	0.4	415	2163548753826999800
0.5	1000	0.1	416	2059232765589061600
0.5	1000	0.2	416	227462794769174850
0.5	1000	0.4	416	1673890264003549700
0.5	10000	0.1	416	1613637595036743400
0.5	10000	0.2	416	1751413814582313e3
0.5	10000	0.4	416	1454836217574217200
1	1000	0.1	416	9.5087922794323994e+17
1	1000	0.2	416	2.4483563955087318e+17
1	1000	0.4	416	507691977094565e3
1	10000	0.1	416	1636882084391780900
1	10000	0.2	416	554053026708956500
1	10000	0.4	416	587428579853116400
2	1000	0.1	416	796913948646996700
2	1000	0.2	416	891303264357626200
2	1000	0.4	416	1831201357020215e3
2	10000	0.1	416	1390938213109256e3
2	10000	0.2	416	2127823204615000600
2	10000	0.4	416	1213660388184655600
4	1000	0.1	416	1856069130594182400
4	1000	0.2	416	2022258360394287600
4	1000	0.4	416	1368414877725342200
4	10000	0.1	416	559123420617206600
4	10000	0.2	416	685545565748336100
4	10000	0.4	416	715920525814974800
0.5	1000	0.1	417	957177139733802400
0.5	1000	0.2	417	1764663844744550400
0.5	1000	0.4	417	2028415942423383300
0.5	10000	0.1	417	1958330682731957500
0.5	10000	0.2	417	1791797166545578200
0.5	10000	0.4	417	637656129907654700
1	1000	0.1	417	1809506515074040800
1	1000	0.2	417	490360385435135600
1	1000	0.4	417	461331406209304200
1	10000	0.1	417	1891937744254068500
1	10000	0.2	417	1225064657921288200
1	10000	0.4	417	165000164737533630
2	1000	0.1	417	1874164304853247500
2	1000	0.2	417	620994490677991300
2	1000	0.4	417	1569182955427180500
2	10000	0.1	417	990361430302756600
2	10000	0.2	417	403080249384337860
2	10000	0.4	417	807281304411357400
4	1000	0.1	417	1416460585387368e3
4	1000	0.2	417	2230065773355596300
4	1000	0.4	417	1300422660752936700
4	10000	0.1	417	1553242936765053700
4	10000	0.2	417	615379851067714400
4	10000	0.4	417	1304708440335444200
0.5	1000	0.1	418	464261400358701760
0.5	1000	0.2	418	1882737984703864300
0.5	1000	0.4	418	1618508688760915500
0.5	10000	0.1	418	3.4792059573336243e+17
0.5	10000	0.2	418	1546136869244017200
0.5	10000	0.4	418	2172557581701013500
1	1000	0.1	418	2141382772379820500
1	1000	0.2	418	412124620450565900
1	1000	0.4	418	173406105019406530
1	10000	0.1	418	756000511310446600
1	10000	0.2	418	193061547750790370
1	10000	0.4	418	1325369269916800300
2	1000	0.1	418	1777032924790337300
2	1000	0.2	418	1546776762149995300
2	1000	0.4	418	626119111994083500
2	10000	0.1	418	1067595288885514400
2	10000	0.2	418	2088190264276894200
2	10000	0.4	418	737211927145829500
4	1000	0.1	418	1192641344207596800
4	1000	0.2	418	2126799624806055400
4	1000	0.4	418	1147876840166987400
4	10000	0.1	418	701781573694528900
4	10000	0.2	418	1402213382741239e3
4	10000	0.4	418	3.5827079861454477e+17
0.5	1000	0.1	419	2064139077364551200
0.5	1000	0.2	419	81781131476307650
0.5	1000	0.4	419	742165466263455900
0.5	10000	0.1	419	1286395126878500400
0.5	10000	0.2	419	904757881793065200
0.5	10000	0.4	419	100186704878852900
1	1000	0.1	419	522379644291111500
1	1000	0.2	419	636548425734571900
1	1000	0.4	419	1506498087144834800
1	10000	0.1	419	266220247095808700
1	10000	0.2	419	840440843142541400
1	10000	0.4	419	1901820145007347200
2	1000	0.1	419	550686119261096060
2	1000	0.2	419	2101084839711538700
2	1000	0.4	419	1477841871896542500
2	10000	0.1	419	1035984534701780700
2	10000	0.2	419	587609006747061900
2	10000	0.4	419	831084462765250300
4	1000	0.1	419	1089285511489798100
4	1000	0.2	419	1427198488022704400
4	1000	0.4	419	180687049810690500
4	10000	0.1	419	272687435351994600
4	10000	0.2	419	3.1543598544971437e+17
4	10000	0.4	419	1388394166650229500
0.5	1000	0.1	420	668208802906634500
0.5	1000	0.2	420	2034822657417673200
0.5	1000	0.4	420	2074993600600088600
0.5	10000	0.1	420	1511965601308843300
0.5	10000	0.2	420	1257107413280637e3
0.5	10000	0.4	420	1285245888553460200
1	1000	0.1	420	1370056409939091e3
1	1000	0.2	420	202031266462334240
1	1000	0.4	420	2136187030726753500
1	10000	0.1	420	221864286586687e4
1	10000	0.2	420	2153686688457011e3
1	10000	0.4	420	1518416203203081200
2	1000	0.1	420	1559093904041317400
2	1000	0.2	420	327878003638008700
2	1000	0.4	420	667022147697662200
2	10000	0.1	420	1756943890890420500
2	10000	0.2	420	1107000016063394700
2	10000	0.4	420	1726898756264322e3
4	1000	0.1	420	993740597004908500
4	1000	0.2	420	1070046066540767e3
4	1000	0.4	420	896329547202828200
4	10000	0.1	420	131547603397220500
4	10000	0.2	420	721632147126956500
4	10000	0.4	420	557737902649405400
0.5	1000	0.1	421	295851812177619650
0.5	1000	0.2	421	828789847080978700
0.5	1000	0.4	421	1159150369149650400
0.5	10000	0.1	421	489136611801548900
0.5	10000	0.2	421	1251467559427966e3
0.5	10000	0.4	421	1952935623808072e3
1	1000	0.1	421	437349083101850560
1	1000	0.2	421	1029244071988457200
1	1000	0.4	421	2075856715098240300
1	10000	0.1	421	585617608434105700
1	10000	0.2	421	689781600978612400
1	10000	0.4	421	1409482802836192300
2	1000	0.1	421	251826620298717660
2	1000	0.2	421	1485824220016215e3
2	1000	0.4	421	74948883474064e4
2	10000	0.1	421	699267480019643800
2	10000	0.2	421	877274033083882200
2	10000	0.4	421	1549050219608131800
4	1000	0.1	421	149688614448112930
4	1000	0.2	421	1604094166341117700
4	1000	0.4	421	745484410419223300
4	10000	0.1	421	905063583711292700
4	10000	0.2	421	508188241957381700
4	10000	0.4	421	930771665331466600
0.5	1000	0.1	422	2064361753635729e3
0.5	1000	0.2	422	1107079752544931700
0.5	1000	0.4	422	119983873495031950
0.5	10000	0.1	422	58098942336385784
0.5	10000	0.2	422	831129594655505800
0.5	10000	0.4	422	2084818070722227700
1	1000	0.1	422	647471278610535700
1	1000	0.2	422	1960100694927227e3
1	1000	0.4	422	1029727849805608800
1	10000	0.1	422	1416196260985668e3
1	10000	0.2	422	2121241721929681400
1	10000	0.4	422	1176555825883882800
2	1000	0.1	422	989421957720575600
2	1000	0.2	422	974314197762812300
2	1000	0.4	422	1573318692895842800
2	10000	0.1	422	1976248910484083500
2	10000	0.2	422	219783269400806720
2	10000	0.4	422	663088136599863400
4	1000	0.1	422	2085777063128252e3
4	1000	0.2	422	1048330963459905900
4	1000	0.4	422	1329396457495772400
4	10000	0.1	422	568781492095018300
4	10000	0.2	422	2005123343886887400
4	10000	0.4	422	2062333300371612200
0.5	1000	0.1	423	586793276293192700
0.5	1000	0.2	423	1784159364022229500
0.5	1000	0.4	423	311249324415988900
0.5	10000	0.1	423	2238570658314040300
0.5	10000	0.2	423	1608890524010395100
0.5	10000	0.4	423	4.0528948430785037e+17
1	1000	0.1	423	1440039767335957500
1	1000	0.2	423	1560653526844040700
1	1000	0.4	423	226691906888465300
1	10000	0.1	423	1558791969885637600
1	10000	0.2	423	1328773306676421600
1	10000	0.4	423	2253251838933512200
2	1000	0.1	423	730125489753277600
2	1000	0.2	423	1700520164199995e3
2	1000	0.4	423	396328086454496450
2	10000	0.1	423	1309901155218517200
2	10000	0.2	423	1899157907346258e3
2	10000	0.4	423	788872574238259e3
4	1000	0.1	423	1628024244520137200
4	1000	0.2	423	1894621069609166e3
4	1000	0.4	423	640917825240940700
4	10000	0.1	423	310301466891911940
4	10000	0.2	423	1514515532588431e3
4	10000	0.4	423	824099301044245200
0.5	1000	0.1	424	1252300809669126400
0.5	1000	0.2	424	2183290852787175400
0.5	1000	0.4	424	473480836440415100
0.5	10000	0.1	424	1415944723170682400
0.5	10000	0.2	424	1977652337150827800
0.5	10000	0.4	424	915881483709775600
1	1000	0.1	424	1329072342235289300
1	1000	0.2	424	984340073500298900
1	1000	0.4	424	2061096676052635e3
1	10000	0.1	424	2302360012732661500
1	10000	0.2	424	1351280776538083e3
1	10000	0.4	424	1082946861578264600
2	1000	0.1	424	1002097481726458400
2	1000	0.2	424	1600677241875e6
2	1000	0.4	424	2085109820928092700
2	10000	0.1	424	213650830502769600
2	10000	0.2	424	2294471527906721500
2	10000	0.4	424	764782286323783700
4	1000	0.1	424	180025544046412860
4	1000	0.2	424	569058245430535e3
4	1000	0.4	424	1209797749611143200
4	10000	0.1	424	2169131623103842800
4	10000	0.2	424	196547858191286940
4	10000	0.4	424	1120173851706410200
0.5	1000	0.1	425	513667993946981760
0.5	1000	0.2	425	697759712832911500
0.5	1000	0.4	425	174354357548917e4
0.5	10000	0.1	425	984693509707709e3
0.5	10000	0.2	425	1474050742879729e3
0.5	10000	0.4	425	408776380288592060
1	1000	0.1	425	1840790448267799e3
1	1000	0.2	425	2281111027007478e3
1	1000	0.4	425	676120535374311300
1	10000	0.1	425	1697784513202740200
1	10000	0.2	425	30893939318271600
1	10000	0.4	425	18359592497363352
2	1000	0.1	425	2161611372088275200
2	1000	0.2	425	1572650595616695e3
2	1000	0.4	425	811148583116036900
2	10000	0.1	425	1380459346633151e3
2	10000	0.2	425	170209877718019970
2	10000	0.4	425	4.1777204406317363e+17
4	1000	0.1	425	7831307570758452
4	1000	0.2	425	1263309944339769300
4	1000	0.4	425	1542372108468527400
4	10000	0.1	425	411610898771109440
4	10000	0.2	425	100175363487726e4
4	10000	0.4	425	683899354686934900
0.5	1000	0.1	426	159709692234416800
0.5	1000	0.2	426	1630474214527189e3
0.5	1000	0.4	426	523663426019236100
0.5	10000	0.1	426	1791391269594062e3
0.5	10000	0.2	426	1220608417695598300
0.5	10000	0.4	426	174112746464781920
1	1000	0.1	426	1080932707534970900
1	1000	0.2	426	780503577456576100
1	1000	0.4	426	1817047390770720300
1	10000	0.1	426	791299962332062800
1	10000	0.2	426	663044043231613200
1	10000	0.4	426	114721355522586800
2	1000	0.1	426	1640936454864329700
2	1000	0.2	426	292749024100164200
2	1000	0.4	426	2198231543156980500
2	10000	0.1	426	2263373956846144300
2	10000	0.2	426	449399236495983600
2	10000	0.4	426	1884666171318940400
4	1000	0.1	426	1894509201269898200
4	1000	0.2	426	675351874183427e3
4	1000	0.4	426	2055926475004666400
4	10000	0.1	426	1161738578739546600
4	10000	0.2	426	684471564959504600
4	10000	0.4	426	1130680262063835100
0.5	1000	0.1	427	1103032661403879700
0.5	1000	0.2	427	1784040760011783200
0.5	1000	0.4	427	817908980637572e3
0.5	10000	0.1	427	1745831087849660400
0.5	10000	0.2	427	695392434992822300
0.5	10000	0.4	427	1411802104291429400
1	1000	0.1	427	1241382105979348200
1	1000	0.2	427	2117127967841943600
1	1000	0.4	427	1496894265222191e3
1	10000	0.1	427	32321007149987292
1	10000	0.2	427	1838109760157194500
1	10000	0.4	427	413863687927707400
2	1000	0.1	427	759473158488981e3
2	1000	0.2	427	2237915716315567e3
2	1000	0.4	427	1472176917335874600
2	10000	0.1	427	2130929607022916900
2	10000	0.2	427	2041056706491711700
2	10000	0.4	427	2026473147172851
4	1000	0.1	427	149822871984943550
4	1000	0.2	427	849970538608122200
4	1000	0.4	427	1552081148059922200
4	10000	0.1	427	1395149071493330200
4	10000	0.2	427	1801542168712968e3
4	10000	0.4	427	1133083532526667600
0.5	1000	0.1	428	1583170674219625500
0.5	1000	0.2	428	191554084075976600
0.5	1000	0.4	428	2089046733655757e3
0.5	10000	0.1	428	625286446532740100
0.5	10000	0.2	428	2044227076655786200
0.5	10000	0.4	428	98199292141646e4
1	1000	0.1	428	453098835384510500
1	1000	0.2	428	1993477701720002300
1	1000	0.4	428	103167953296086420
1	10000	0.1	428	345532749689509e3
1	10000	0.2	428	397647337760537500
1	10000	0.4	428	2028491796333924900
2	1000	0.1	428	1553301137381821e3
2	1000	0.2	428	647752791445197200
2	1000	0.4	428	1308375532760460300
